id,access_chain
54,"fabric.api.local(*,capture=*).split():11"
54,"fabric.api.local(*,capture=*).split:11"
54,"fabric.api.local(*,capture=*):10"
54,fabric.api.local:1
54,fabric.api.run(*):14
54,fabric.api.run:1
55,math.exp(*):8
55,math.exp:3
55,matplotlib.pyplot.plot(...):21
55,matplotlib.pyplot.plot:21
55,matplotlib.pyplot.show():22
55,matplotlib.pyplot.show:22
55,matplotlib.pyplot:5
55,"numpy.arange(*,*,*):13"
55,numpy.arange:13
55,"numpy.random.multivariate_normal(*,*):19"
55,numpy.random.multivariate_normal:19
55,numpy:4
56,base64.decodebytes(*):14
56,base64.decodebytes:14
56,base64:1
57,"re.compile(*).findall(*):13,17"
57,"re.compile(*).findall:13,17"
57,"re.compile(*):12,16"
57,"re.compile:12,16"
57,re:2
57,"regex.findall(*):13,17"
57,"regex.findall:13,17"
57,urllib.request.urlopen(*).read().decode(*):9
57,urllib.request.urlopen(*).read().decode:9
57,urllib.request.urlopen:3
58,"django.contrib.admin.site.unregister(*):4,5"
58,"django.contrib.admin.site.unregister:4,5"
58,django.contrib.admin:1
58,tastypie.models.ApiAccess:2
58,tastypie.models.ApiKey:2
59,os.walk(*):27
59,os.walk:27
59,os:7
59,tornado.autoreload.start():26
59,tornado.autoreload.start:26
59,tornado.autoreload.watch(*):28
59,tornado.autoreload.watch:28
59,tornado.autoreload:6
59,tornado.ioloop.IOLoop.instance().start():30
59,tornado.ioloop.IOLoop.instance().start:30
59,tornado.ioloop:4
59,"tornado.web.Application(*,gzip=*).listen(*):23"
59,"tornado.web.Application(*,gzip=*).listen:23"
59,"tornado.web.Application(*,gzip=*):16"
59,tornado.web.Application:16
59,tornado.web.RequestHandler:11
59,tornado.web.StaticFileHandler:18
59,tornado.web:5
60,django.conf.settings.SESSION_COOKIE_NAME:11
60,django.conf.settings.SESSION_ENGINE:6
60,django.conf.settings:1
60,django.contrib.auth.BACKEND_SESSION_KEY:3
60,django.contrib.auth.SESSION_KEY:3
60,django.utils.importlib.import_module(*).SessionStore():7
60,django.utils.importlib.import_module(*).SessionStore:7
60,django.utils.importlib.import_module(*):6
60,django.utils.importlib.import_module:2
61,"time.strftime(*):9,12"
61,time.strftime:2
61,"tkinter.Label().after(*,*):15"
61,tkinter.Label().after:15
61,tkinter.Label().mainloop():18
61,tkinter.Label().mainloop:18
61,tkinter.Label().pack():7
61,tkinter.Label().pack:7
61,tkinter.Label():5
61,tkinter.Label:5
61,tkinter:1
62,pyxhook.HookManager().HookKeyboard():57
62,pyxhook.HookManager().HookKeyboard:57
62,pyxhook.HookManager().KeyDown:55
62,pyxhook.HookManager().KeyUp:56
62,pyxhook.HookManager().start():58
62,pyxhook.HookManager().start:58
62,pyxhook.HookManager():54
62,pyxhook.HookManager:54
62,pyxhook:11
62,string.hexdigits:40
62,string:13
62,subprocess.call(*):39
62,subprocess.call:39
62,subprocess:12
63,binascii.a2b_base64(*):12
63,binascii.a2b_base64:12
63,binascii:2
63,ctypes.byref(*):19
63,ctypes.byref:19
63,ctypes.c_char_p(*):18
63,ctypes.c_char_p:18
63,ctypes.c_ulong(*):10
63,ctypes.c_ulong:10
63,ctypes.create_string_buffer(*):9
63,ctypes.create_string_buffer:9
63,"ctypes.windll.ntdll.RtlDecompressBuffer(*,*,*,*,*,*):18"
63,ctypes.windll.ntdll.RtlDecompressBuffer:18
63,ctypes:1
64,functools.wraps(*):11
64,functools.wraps:3
64,json.dumps(*):22
64,json.dumps:22
64,json.loads(*):26
64,json.loads:26
64,json:4
65,"argparse.ArgumentParser().add_argument(*,default=*,nargs=*,type=*):52"
65,argparse.ArgumentParser().add_argument:52
65,argparse.ArgumentParser().parse_args().name:55
65,argparse.ArgumentParser().parse_args():54
65,argparse.ArgumentParser().parse_args:54
65,argparse.ArgumentParser():51
65,argparse.ArgumentParser:51
65,argparse.FileType(*):53
65,argparse.FileType:53
65,argparse:43
65,lz4.loads(*):59
65,lz4.loads:59
65,lz4:46
65,sys.stdin:53
65,sys.stdout.write(*):59
65,sys.stdout.write:59
65,sys:44
66,os.urandom(*):5
66,os.urandom:5
66,os:1
67,"argparse.ArgumentParser().add_argument(*,*,action=*,default=*,help=*):16"
67,"argparse.ArgumentParser().add_argument(*,*,const=*,help=*,metavar=*,nargs=*,type=*):14"
67,"argparse.ArgumentParser().add_argument(*,nargs=*):18"
67,"argparse.ArgumentParser().add_argument:14,16,18"
67,"argparse.ArgumentParser().parse_args().args:27,30"
67,argparse.ArgumentParser().parse_args().clear:22
67,"argparse.ArgumentParser().parse_args().item:24,25"
67,argparse.ArgumentParser().parse_args():20
67,argparse.ArgumentParser().parse_args:20
67,argparse.ArgumentParser():13
67,argparse.ArgumentParser:13
67,argparse:8
67,"dbus.Interface(*,dbus_interface=*).clearClipboardHistory():23"
67,"dbus.Interface(*,dbus_interface=*).clearClipboardHistory:23"
67,"dbus.Interface(*,dbus_interface=*).getClipboardHistoryItem(*):25"
67,"dbus.Interface(*,dbus_interface=*).getClipboardHistoryItem:25"
67,"dbus.Interface(*,dbus_interface=*).setClipboardContents(*):33"
67,"dbus.Interface(*,dbus_interface=*).setClipboardContents:33"
67,"dbus.Interface(*,dbus_interface=*):11"
67,dbus.Interface:11
67,"dbus.SessionBus().get_object(*,*).clearClipboardHistory():23"
67,"dbus.SessionBus().get_object(*,*).clearClipboardHistory:23"
67,"dbus.SessionBus().get_object(*,*).getClipboardHistoryItem(*):25"
67,"dbus.SessionBus().get_object(*,*).getClipboardHistoryItem:25"
67,"dbus.SessionBus().get_object(*,*).setClipboardContents(*):33"
67,"dbus.SessionBus().get_object(*,*).setClipboardContents:33"
67,"dbus.SessionBus().get_object(*,*):10"
67,dbus.SessionBus().get_object:10
67,dbus.SessionBus():9
67,dbus.SessionBus:9
67,dbus:8
67,sys.stdin.read():28
67,sys.stdin.read:28
67,sys.stdout.write(*):25
67,sys.stdout.write:25
67,sys:8
68,"Foundation.NSURL.URLWithString_(*):7,10"
68,"Foundation.NSURL.URLWithString_:7,10"
68,Foundation.NSURL:3
68,"Foundation.NSWorkspace.sharedWorkspace().openURL_(*):7,10"
68,"Foundation.NSWorkspace.sharedWorkspace().openURL_:7,10"
68,Foundation.NSWorkspace:3
68,urllib:4
69,"os.path.dirname(*):19,35"
69,"os.path.dirname:19,35"
69,os.path:8
69,os.popen(*).read().rstrip():29
69,os.popen(*).read().rstrip:29
69,"os.system(*):13,22,39"
69,"os.system:13,22,39"
69,os:7
69,"sublime_plugin.TextCommand:11,16,32"
69,sublime_plugin:6
70,webapp2.WSGIApplication:12
70,webapp2:1
70,webapp2_extras.local.Local().__release_local__():18
70,webapp2_extras.local.Local().__release_local__:18
70,"webapp2_extras.local.Local().app:14,21"
70,"webapp2_extras.local.Local().request:15,24"
70,webapp2_extras.local.Local():5
70,webapp2_extras.local.Local:5
70,webapp2_extras.local:3
71,"matplotlib.pyplot.figure().add_subplot(*,*,*).set_title(*):26"
71,"matplotlib.pyplot.figure().add_subplot(*,*,*).set_title:26"
71,"matplotlib.pyplot.figure().add_subplot(*,*,*):22"
71,matplotlib.pyplot.figure().add_subplot:22
71,matplotlib.pyplot.figure().get_size_inches():27
71,matplotlib.pyplot.figure().get_size_inches:27
71,matplotlib.pyplot.figure().set_size_inches(*):27
71,matplotlib.pyplot.figure().set_size_inches:27
71,matplotlib.pyplot.figure():20
71,matplotlib.pyplot.figure:20
71,matplotlib.pyplot.gray():24
71,matplotlib.pyplot.gray:24
71,matplotlib.pyplot.imshow(*):25
71,matplotlib.pyplot.imshow:25
71,matplotlib.pyplot.show():28
71,matplotlib.pyplot.show:28
71,matplotlib.pyplot:1
71,numpy.array(*):27
71,numpy.array:27
71,numpy.ceil(*):22
71,numpy.ceil:22
71,numpy:2
72,"numpy.random.normal(*,*,*):23"
72,numpy.random.normal:23
72,numpy:2
72,tensorflow.Session():19
72,tensorflow.Session:19
72,tensorflow.float32:5
72,tensorflow.get_default_graph():22
72,tensorflow.get_default_graph:22
72,tensorflow.global_variables_initializer():14
72,tensorflow.global_variables_initializer:14
72,"tensorflow.layers.dense(*,*,activation=*):6,7,8,9,10"
72,"tensorflow.layers.dense:6,7,8,9,10"
72,"tensorflow.nn.sigmoid:6,7,8,9,10"
72,"tensorflow.placeholder(dtype=*,shape=*):5"
72,tensorflow.placeholder:5
72,tensorflow.reduce_mean(*):12
72,tensorflow.reduce_mean:12
72,"tensorflow.summary.FileWriter(*,graph=*).add_summary(*,*):29"
72,"tensorflow.summary.FileWriter(*,graph=*).add_summary:29"
72,"tensorflow.summary.FileWriter(*,graph=*):22"
72,tensorflow.summary.FileWriter:22
72,tensorflow.summary.merge_all():17
72,tensorflow.summary.merge_all:17
72,"tensorflow.summary.scalar(*,*):16"
72,tensorflow.summary.scalar:16
72,tensorflow.train.RMSPropOptimizer(*).minimize(*):13
72,tensorflow.train.RMSPropOptimizer(*).minimize:13
72,tensorflow:1
72,uuid.uuid1().__str__():21
72,uuid.uuid1().__str__:21
72,uuid:3
73,multiprocessing.Pool(*):50
73,multiprocessing.Pool:24
73,multiprocessing.Queue():50
73,multiprocessing.Queue:24
73,os.getpid():32
73,os.getpid:32
73,os:25
73,time.sleep(*):31
73,time.sleep:31
73,time:26
73,tornado.httpserver.HTTPServer(*).listen(*):52
73,tornado.httpserver.HTTPServer(*).listen:52
73,tornado.httpserver.HTTPServer(*):51
73,tornado.httpserver.HTTPServer:51
73,tornado.httpserver:17
73,tornado.ioloop.IOLoop.instance().start():53
73,tornado.ioloop.IOLoop.instance().start:53
73,tornado.ioloop:18
73,"tornado.options.define(*,default=*,help=*,type=*):28"
73,tornado.options.define:22
73,tornado.options.options.port:52
73,tornado.options.options:22
73,tornado.options.parse_command_line():47
73,tornado.options.parse_command_line:47
73,tornado.options:19
73,"tornado.web.Application(*,pool=*,queue=*):48"
73,tornado.web.Application:48
73,tornado.web.RequestHandler:34
73,tornado.web.asynchronous:35
73,tornado.web:20
74,logging:1
74,"urllib2.Request(*).add_header(*,*):17,19,33,35"
74,"urllib2.Request(*).add_header:17,19,33,35"
74,urllib2.Request(*).data:38
74,"urllib2.Request(*):16,32"
74,"urllib2.Request:16,32"
74,"urllib2.URLError:25,44"
74,"urllib2.urlopen(*).read():22,41"
74,"urllib2.urlopen(*).read:22,41"
74,"urllib2.urlopen(*):21,40"
74,"urllib2.urlopen:21,40"
74,urllib2:5
74,urllib:2
74,webapp2.RequestHandler:12
74,"webapp2.WSGIApplication(*,debug=*):47"
74,webapp2.WSGIApplication:47
74,webapp2:4
75,"csv.DictWriter(*,*).writeheader():37"
75,"csv.DictWriter(*,*).writeheader:37"
75,"csv.DictWriter(*,*).writerow(*):39"
75,"csv.DictWriter(*,*).writerow:39"
75,"csv.DictWriter(*,*):35"
75,csv.DictWriter:35
75,csv:13
75,gpxpy.gpx:12
75,gpxpy.parse(*).tracks:45
75,gpxpy.parse(*):21
75,gpxpy.parse:21
75,gpxpy:11
75,os.makedirs(*):16
75,os.makedirs:16
75,os.path.exists(*):16
75,os.path.exists:16
75,"os.path.join(*,*):20,31"
75,"os.path.join:20,31"
75,os:10
76,zipimport.zipimporter:7
76,zipimport:1
77,__future__.absolute_import:2
77,__future__.division:2
77,__future__.print_function:2
77,__future__.unicode_literals:2
77,"argparse.ArgumentParser(description=*,epilog=*).add_argument(*,*,default=*,dest=*,help=*,metavar=*):24"
77,"argparse.ArgumentParser(description=*,epilog=*).add_argument:24"
77,"argparse.ArgumentParser(description=*,epilog=*).parse_args().var_name:36"
77,"argparse.ArgumentParser(description=*,epilog=*).parse_args():30"
77,"argparse.ArgumentParser(description=*,epilog=*).parse_args:30"
77,"argparse.ArgumentParser(description=*,epilog=*):20"
77,argparse.ArgumentParser:20
77,argparse:5
77,"codecs.open:13,15"
77,"io.open:13,15"
77,sys.version_info:6
78,"PIL.Image.fromarray(*,mode=*):47"
78,PIL.Image.fromarray:47
78,PIL.Image.open(*).resize(*).convert(*):7
78,PIL.Image.open(*).resize(*).convert:7
78,PIL.Image:3
79,"itertools.combinations(*,*):14,15"
79,itertools.combinations:5
79,"timeit.timeit(*,number=*):58,59"
79,timeit.timeit:57
80,"matplotlib.pyplot.axes().arrow(*,*,*,*,ec=*,fc=*,head_width=*,lw=*):46"
80,matplotlib.pyplot.axes().arrow:46
80,matplotlib.pyplot.axes().axes.get_xaxis().set_visible(*):57
80,matplotlib.pyplot.axes().axes.get_xaxis().set_visible:57
80,matplotlib.pyplot.axes().axes.get_yaxis().set_visible(*):58
80,matplotlib.pyplot.axes().axes.get_yaxis().set_visible:58
80,"matplotlib.pyplot.axes().fill_between(*,*,*,color=*):55,56"
80,"matplotlib.pyplot.axes().fill_between:55,56"
80,matplotlib.pyplot.axes():45
80,matplotlib.pyplot.axes:45
80,matplotlib.pyplot.close():60
80,matplotlib.pyplot.close:60
80,"matplotlib.pyplot.figure(dpi=*,facecolor=*,figsize=*,frameon=*):42"
80,matplotlib.pyplot.figure:42
80,"matplotlib.pyplot.plot(*,*,*):52"
80,"matplotlib.pyplot.plot(*,*,*,ms=*):43,44"
80,"matplotlib.pyplot.plot(*,*,color=*):54"
80,"matplotlib.pyplot.plot(*,*,color=*,marker=*,ms=*):47,48"
80,"matplotlib.pyplot.plot:43,44,47,48,52,54"
80,"matplotlib.pyplot.savefig(*,bbox_inches=*,pad_inches=*):59"
80,matplotlib.pyplot.savefig:59
80,"matplotlib.pyplot.xlim(*,*):49"
80,matplotlib.pyplot.xlim:49
80,"matplotlib.pyplot.ylim(*,*):50"
80,matplotlib.pyplot.ylim:50
80,matplotlib.pyplot:6
80,matplotlib.rcParams:9
80,matplotlib:5
80,numpy.array(*):23
80,numpy.array:23
80,"numpy.copy(*):18,24"
80,"numpy.copy:18,24"
80,numpy.linalg.norm(*):36
80,numpy.linalg.norm:36
80,"numpy.linspace(*,*,*):37"
80,numpy.linspace:37
80,"numpy.multiply(*,*):27,28,31"
80,"numpy.multiply:27,28,31"
80,"numpy.ones(*):15,16,17,19,22"
80,"numpy.ones:15,16,17,19,22"
80,"numpy.random.normal(*,*,*):13,14"
80,"numpy.random.normal:13,14"
80,numpy.random.seed(*):8
80,numpy.random.seed:8
80,numpy:4
81,collections.defaultdict(*).keys():34
81,collections.defaultdict(*).keys:34
81,collections.defaultdict(*):26
81,collections.defaultdict:2
81,"random.choice(*):34,37"
81,"random.choice:34,37"
81,random:3
81,sys.argv:54
81,sys:53
82,os.getcwd():41
82,os.getcwd:41
82,os:3
82,selenium.common.exceptions.NoSuchElementException:7
82,selenium.common.exceptions.TimeoutException:7
82,selenium.webdriver.Chrome():21
82,selenium.webdriver.Chrome:21
82,"selenium.webdriver.support.ui.WebDriverWait(*,*):22"
82,selenium.webdriver.support.ui.WebDriverWait:6
82,selenium.webdriver:5
82,unittest.TestCase:9
82,unittest:1
83,PIL.Image:1
83,"PIL.ImageOps.expand(*,border=*,fill=*):10"
83,PIL.ImageOps.expand:10
83,PIL.ImageOps:1
83,clipboard:2
83,"photos.pick_image().size:4,5,8"
83,photos.pick_image():3
83,photos.pick_image:3
83,photos.save_image(*):11
83,photos.save_image:11
83,photos:2
83,webbrowser.open(*):13
83,webbrowser.open:13
83,webbrowser:2
84,bs4.BeautifulSoup(*).find(*).parent.get(*):12
84,bs4.BeautifulSoup(*).find(*).parent.get:12
84,bs4.BeautifulSoup(*):9
84,bs4.BeautifulSoup:3
84,"cv2.imread(*).shape:26,29,33"
84,cv2.imread(*):25
84,cv2.imread:25
84,"cv2.imwrite(*,*):36"
84,cv2.imwrite:36
84,"cv2.resize(*,*).shape:26,29,33"
84,"cv2.resize(*,*):28,32"
84,"cv2.resize:28,32"
84,cv2:2
84,os.path.dirname(*):14
84,os.path.dirname:14
84,os.path.isfile(*):16
84,os.path.isfile:16
84,"os.system(*):37,38,39,40,41,43"
84,"os.system:37,38,39,40,41,43"
84,os:4
84,"urllib2.urlopen(*).close():10,23"
84,"urllib2.urlopen(*).close:10,23"
84,"urllib2.urlopen(*).read():9,21"
84,"urllib2.urlopen(*).read:9,21"
84,"urllib2.urlopen(*):8,19"
84,"urllib2.urlopen:8,19"
84,urllib2:1
85,sublime.CLASS_LINE_END:24
85,sublime.CLASS_LINE_START:19
85,"sublime.Region(*,*):28"
85,sublime.Region:28
85,sublime:1
85,sublime_plugin.TextCommand:6
85,sublime_plugin:2
85,webbrowser.open_new_tab(*):32
85,webbrowser.open_new_tab:32
85,webbrowser:3
86,antigravity:28
87,"argparse.ArgumentParser().add_argument(*):41,42,43"
87,"argparse.ArgumentParser().add_argument:41,42,43"
87,argparse.ArgumentParser().parse_args().todoist_email:49
87,argparse.ArgumentParser().parse_args().todoist_password:49
87,argparse.ArgumentParser().parse_args().wunderlist_dump_json:51
87,argparse.ArgumentParser().parse_args():48
87,argparse.ArgumentParser().parse_args:48
87,argparse.ArgumentParser():40
87,argparse.ArgumentParser:8
87,collections.defaultdict:9
87,"json.load(*):25,52"
87,"json.load:25,52"
87,json:3
87,os.linesep:12
87,os:7
87,sys.stdout.write(*):12
87,sys.stdout.write:12
87,sys:6
87,urllib.urlencode(*):22
87,urllib.urlencode:22
87,urllib2.urlopen(*):25
87,urllib2.urlopen:25
87,urllib2:4
87,urllib:5
88,csv.QUOTE_NONE:20
88,"csv.writer(*,delimiter=*,quoting=*).writerow(*):22,26"
88,"csv.writer(*,delimiter=*,quoting=*).writerow:22,26"
88,"csv.writer(*,delimiter=*,quoting=*):20"
88,csv.writer:20
88,csv:3
88,pyodbc.connect(*).cursor().execute(*):17
88,pyodbc.connect(*).cursor().execute:17
88,pyodbc.connect(*).cursor().fetchone().cursor_description:22
88,"pyodbc.connect(*).cursor().fetchone():18,27"
88,"pyodbc.connect(*).cursor().fetchone:18,27"
88,pyodbc.connect(*).cursor():6
88,pyodbc.connect(*).cursor:6
88,pyodbc.connect(*):5
88,pyodbc.connect:5
88,pyodbc:1
88,"sys.argv:17,20"
88,sys:2
89,"functools.partial(*,*):27"
89,functools.partial:27
89,functools:7
89,"logging.debug(*):15,18"
89,"logging.debug(*,*):12"
89,"logging.debug:12,15,18"
89,logging:8
89,timeit.repeat(*):28
89,timeit.repeat:28
89,timeit:9
90,__future__.absolute_import:1
90,__future__.division:1
90,__future__.generators:1
90,__future__.nested_scopes:1
90,__future__.print_function:1
90,__future__.unicode_literals:1
90,__future__.with_statement:1
90,"bs4.BeautifulSoup(*).findAll(*,attrs=*):23"
90,bs4.BeautifulSoup(*).findAll:23
90,bs4.BeautifulSoup(*):11
90,bs4.BeautifulSoup:4
90,os.makedirs(*):18
90,os.makedirs:18
90,os.path.expanduser(*):14
90,os.path.expanduser:14
90,os.path.isfile(*):27
90,os.path.isfile:27
90,"os.path.join(*,*):26"
90,"os.path.join(*,*,*):14"
90,"os.path.join:14,26"
90,os:7
90,re.IGNORECASE:13
90,"re.compile(*,*):13"
90,re.compile:13
90,re:7
90,"shutil.copyfileobj(*,*):32"
90,shutil.copyfileobj:32
90,shutil:6
90,urllib2.urlopen(*).read():10
90,urllib2.urlopen(*).read:10
90,urllib2.urlopen(*):25
90,urllib2.urlopen:25
90,urllib2:3
90,"urlparse.urljoin(*,*):25"
90,urlparse.urljoin:25
90,urlparse:5
91,"PIL.Image.ANTIALIAS:16,18"
91,"PIL.Image.open(*).save(*,*,quality=*):21"
91,PIL.Image.open(*).save:21
91,"PIL.Image.open(*).thumbnail(*,*):18"
91,PIL.Image.open(*).thumbnail:18
91,PIL.Image.open(*):14
91,PIL.Image.open:14
91,PIL.Image:3
91,"PIL.ImageOps.fit(*,*,*).save(*,*,quality=*):21"
91,"PIL.ImageOps.fit(*,*,*).save:21"
91,"PIL.ImageOps.fit(*,*,*).thumbnail(*,*):18"
91,"PIL.ImageOps.fit(*,*,*).thumbnail:18"
91,"PIL.ImageOps.fit(*,*,*):16"
91,PIL.ImageOps.fit:16
91,PIL.ImageOps:3
91,os.path.splitext(*):20
91,os.path.splitext:20
91,os:1
92,xml.etree.ElementTree.XML(*).getiterator(*):28
92,xml.etree.ElementTree.XML(*).getiterator:28
92,xml.etree.ElementTree.XML(*):25
92,"xml.etree.ElementTree.XML:2,4"
92,xml.etree.cElementTree.XML(*).getiterator(*):28
92,xml.etree.cElementTree.XML(*).getiterator:28
92,xml.etree.cElementTree.XML(*):25
92,"xml.etree.cElementTree.XML:2,4"
92,zipfile.ZipFile(*).close():24
92,zipfile.ZipFile(*).close:24
92,zipfile.ZipFile(*).read(*):23
92,zipfile.ZipFile(*).read:23
92,zipfile.ZipFile(*):22
92,zipfile.ZipFile:22
92,zipfile:5
93,"email.header.decode_header(*):9,20"
93,email.header.decode_header:2
93,itertools.groupby(*):31
93,itertools.groupby:31
93,itertools:4
93,mailbox.mbox(*):8
93,mailbox.mbox:8
93,mailbox:1
93,"re.compile(*).sub(*,*).lower():18,29"
93,"re.compile(*).sub(*,*).lower:18,29"
93,re.compile(*):6
93,re.compile:6
93,re:3
93,"regex.sub(*,*).lower():18,29"
93,"regex.sub(*,*).lower:18,29"
94,operator.itemgetter(*):54
94,operator.itemgetter:54
94,operator:7
94,"plexapi.server.PlexServer(*,*).createPlaylist(*,*):60"
94,"plexapi.server.PlexServer(*,*).createPlaylist:60"
94,"plexapi.server.PlexServer(*,*).library.section(*).all():37"
94,"plexapi.server.PlexServer(*,*).library.section(*).all:37"
94,"plexapi.server.PlexServer(*,*).playlists():25"
94,"plexapi.server.PlexServer(*,*).playlists:25"
94,"plexapi.server.PlexServer(*,*):13"
94,plexapi.server.PlexServer:8
94,requests.delete(*):27
94,requests.delete:27
94,requests:9
94,"time.gmtime(*).tm_mday:22,49"
94,"time.gmtime(*).tm_mon:22,48"
94,time.gmtime(*):20
94,time.gmtime:20
94,time.time():20
94,time.time:20
94,time:7
95,cv2.VideoCapture(*).read():17
95,cv2.VideoCapture(*).read:17
95,cv2.VideoCapture(*).release():24
95,cv2.VideoCapture(*).release:24
95,cv2.VideoCapture(*):11
95,cv2.VideoCapture:11
95,cv2.destroyWindow(*):23
95,cv2.destroyWindow:23
95,"cv2.imshow(*,*):18"
95,cv2.imshow:18
95,cv2.namedWindow(*):12
95,cv2.namedWindow:12
95,cv2.waitKey(*):20
95,cv2.waitKey:20
95,cv2:4
95,numpy:5
96,"numpy.random.randint(*,*,*):8,9"
96,"numpy.random.randint(*,*,size=*):6"
96,"numpy.random.randint:6,8,9"
96,numpy:3
96,"pandas.DataFrame(*,columns=*).drop_duplicates(inplace=*,subset=*):10"
96,"pandas.DataFrame(*,columns=*).drop_duplicates:10"
96,"pandas.DataFrame(*,columns=*).index.get_level_values(*):13"
96,"pandas.DataFrame(*,columns=*).index.get_level_values:13"
96,"pandas.DataFrame(*,columns=*).loc:13,19,20"
96,"pandas.DataFrame(*,columns=*).set_index(*,inplace=*):11"
96,"pandas.DataFrame(*,columns=*).set_index:11"
96,"pandas.DataFrame(*,columns=*):6"
96,pandas.DataFrame:6
96,"pandas.qcut(*,*,labels=*):23,32"
96,"pandas.qcut:23,32"
96,pandas:2
97,json:3
97,"ntfy.backends.default.notify(*,*,icon=*):20"
97,ntfy.backends.default.notify:8
97,"requests.get(*,auth=*,verify=*).json():19"
97,"requests.get(*,auth=*,verify=*).json:19"
97,"requests.get(*,auth=*,verify=*):16"
97,requests.get:16
97,requests:6
97,time.sleep(*):15
97,time.sleep:15
97,time:4
98,string.ascii_uppercase.index(*):9
98,string.ascii_uppercase.index:9
98,string:4
98,"sys.argv:15,17"
98,sys.exit(*):18
98,sys.exit:18
98,sys:3
99,json:4
99,os.getcwd().split(*):50
99,os.getcwd().split:50
99,os.getcwd():49
99,os.getcwd:49
99,os.listdir(*):53
99,os.listdir:53
99,os:6
99,"requests.Session().post(*,data=*,headers=*).json:24,32"
99,"requests.Session().post(*,data=*,headers=*):16,21,29,37"
99,"requests.Session().post:16,21,29,37"
99,requests.Session():15
99,requests.Session:15
99,requests:5
99,"urllib.quote(*):11,12"
99,urllib.quote:7
